Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,11,11/560,63/16881,0.0010914800812086693,18173/360013/105855/12268/66890/19271/16168/27403/105722/109934/100038947,Slc11a1/Myo18a/Nckap1l/C4b/Lman2/Ptprj/Il15/Abca7/Ano6/Abr/Sirpb1c,ENSMUSG00000026177/ENSMUSG00000000631/ENSMUSG00000022488/ENSMUSG00000073418/ENSMUSG00000021484/ENSMUSG00000025314/ENSMUSG00000031712/ENSMUSG00000035722/ENSMUSG00000064210/ENSMUSG00000017631/ENSMUSG00000074677,C5
GO_SPECIFIC_GRANULE,18,18/560,161/16881,0.0011442658108413125,54473/16409/12654/11501/20568/28240/52855/18636/20430/14276/12010/19271/50770/66508/105722/208795/241633/20740,Tollip/Itgam/Chil1/Adam8/Slpi/Trpm2/Lair1/Cfp/Cyfip1/Folr2/B2m/Ptprj/Atp11a/Lamtor1/Ano6/Tmem63a/Atp8b4/Sptan1,ENSMUSG00000025139/ENSMUSG00000030786/ENSMUSG00000064246/ENSMUSG00000025473/ENSMUSG00000017002/ENSMUSG00000009292/ENSMUSG00000055541/ENSMUSG00000001128/ENSMUSG00000030447/ENSMUSG00000032725/ENSMUSG00000060802/ENSMUSG00000025314/ENSMUSG00000031441/ENSMUSG00000030842/ENSMUSG00000064210/ENSMUSG00000026519/ENSMUSG00000060131/ENSMUSG00000057738,C5
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,17,17/560,146/16881,0.001148120138655895,100038909/18733/11501/229521/332579/232801/12481/100041146/67581/21825/18726/16000/19271/99371/16452/15040/19766,Gm14548/Pirb/Adam8/Syt11/Card9/Lilra5/Cd2/Gm15448/Tbc1d23/Thbs1/Lilra6/Igf1/Ptprj/Arfgef2/Jak2/H2-T23/Ripk1,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000025473/ENSMUSG00000068923/ENSMUSG00000026928/ENSMUSG00000070873/ENSMUSG00000027863/ENSMUSG00000074419/ENSMUSG00000022749/ENSMUSG00000040152/ENSMUSG00000030427/ENSMUSG00000020053/ENSMUSG00000025314/ENSMUSG00000074582/ENSMUSG00000024789/ENSMUSG00000067212/ENSMUSG00000021408,C5
GO_REGULATION_OF_OSTEOCLAST_DEVELOPMENT,6,6/560,16/16881,0.0011899969766768815,100038909/18733/100041146/238377/18726/18129,Gm14548/Pirb/Gm15448/Gpr68/Lilra6/Notch2,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000047415/ENSMUSG00000030427/ENSMUSG00000027878,C5
GO_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,9,9/560,42/16881,0.0011899969766768815,100038909/18733/110557/100041146/15018/18726/15015/12010/15040,Gm14548/Pirb/H2-Q6/Gm15448/H2-Q7/Lilra6/H2-Q4/B2m/H2-T23,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000073409/ENSMUSG00000074419/ENSMUSG00000060550/ENSMUSG00000030427/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000067212,C5
GO_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,5,5/560,10/16881,0.0012764568915106832,100038909/18733/100041146/105855/18726,Gm14548/Pirb/Gm15448/Nckap1l/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000022488/ENSMUSG00000030427,C5
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION,25,25/560,285/16881,0.0014354833802935104,100038909/18733/58205/20354/12608/21810/100041146/17387/21825/17381/18726/229473/12527/76509/140570/108903/16190/20947/18782/67784/68606/17196/16452/16449/338366,Gm14548/Pirb/Pdcd1lg2/Sema4d/Cebpb/Tgfbi/Gm15448/Mmp14/Thbs1/Mmp12/Lilra6/Tmem131l/Cd9/Plet1/Plxnb2/Tbcd/Il4ra/Swap70/Pla2g2d/Plxnd1/Ppm1f/Mbp/Jak2/Jag1/Mia3,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000016498/ENSMUSG00000021451/ENSMUSG00000056501/ENSMUSG00000035493/ENSMUSG00000074419/ENSMUSG00000000957/ENSMUSG00000040152/ENSMUSG00000049723/ENSMUSG00000030427/ENSMUSG00000033767/ENSMUSG00000030342/ENSMUSG00000032068/ENSMUSG00000036606/ENSMUSG00000039230/ENSMUSG00000030748/ENSMUSG00000031015/ENSMUSG00000041202/ENSMUSG00000030123/ENSMUSG00000026181/ENSMUSG00000041607/ENSMUSG00000024789/ENSMUSG00000027276/ENSMUSG00000056050,C5
GO_REGULATION_OF_CELL_KILLING,13,13/560,93/16881,0.0016239416168868602,100038909/18733/110557/16409/13421/100041146/54725/15018/18726/15015/12010/18126/15040,Gm14548/Pirb/H2-Q6/Itgam/Dnase1l3/Gm15448/Cadm1/H2-Q7/Lilra6/H2-Q4/B2m/Nos2/H2-T23,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000073409/ENSMUSG00000030786/ENSMUSG00000025279/ENSMUSG00000074419/ENSMUSG00000032076/ENSMUSG00000060550/ENSMUSG00000030427/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000020826/ENSMUSG00000067212,C5
GO_REGULATION_OF_GTPASE_ACTIVITY,33,33/560,441/16881,0.001656223119300854,20354/11554/54610/20304/69710/97761/216859/14744/105855/239027/18186/71729/67299/67865/71085/404710/20308/243362/69993/140570/236920/277360/244668/228850/108903/100855/67784/12549/98402/16897/109934/213027/229877,Sema4d/Adrb1/Tbc1d8/Ccl5/Arap1/Sgsm2/Acap1/Gpr65/Nckap1l/Arhgap22/Nrp1/Rgs12/Dock7/Rgs10/Arhgap19/Iqgap3/Ccl9/Stard13/Chn2/Plxnb2/Stard8/Prex1/Sipa1l2/Ralgapb/Tbcd/Tbc1d14/Plxnd1/Arhgap31/Sh3bp4/Llgl1/Abr/Evi5l/Rap1gds1,ENSMUSG00000021451/ENSMUSG00000035283/ENSMUSG00000003134/ENSMUSG00000035042/ENSMUSG00000032812/ENSMUSG00000038351/ENSMUSG00000001588/ENSMUSG00000021886/ENSMUSG00000022488/ENSMUSG00000063506/ENSMUSG00000025810/ENSMUSG00000029101/ENSMUSG00000028556/ENSMUSG00000030844/ENSMUSG00000025154/ENSMUSG00000028068/ENSMUSG00000019122/ENSMUSG00000016128/ENSMUSG00000004633/ENSMUSG00000036606/ENSMUSG00000031216/ENSMUSG00000039621/ENSMUSG00000001995/ENSMUSG00000027652/ENSMUSG00000039230/ENSMUSG00000029192/ENSMUSG00000030123/ENSMUSG00000022799/ENSMUSG00000036206/ENSMUSG00000020536/ENSMUSG00000017631/ENSMUSG00000011832/ENSMUSG00000028149,C5
GO_REGULATION_OF_SEROTONIN_SECRETION,5,5/560,11/16881,0.0019334766870023575,100038909/18733/15567/100041146/18726,Gm14548/Pirb/Slc6a4/Gm15448/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000020838/ENSMUSG00000074419/ENSMUSG00000030427,C5
GO_MHC_PROTEIN_COMPLEX,7,7/560,26/16881,0.0019334766870023575,110557/15001/15018/15000/15015/12010/15040,H2-Q6/H2-Oa/H2-Q7/H2-DMb2/H2-Q4/B2m/H2-T23,ENSMUSG00000073409/ENSMUSG00000024334/ENSMUSG00000060550/ENSMUSG00000037548/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000067212,C5
GO_FICOLIN_1_RICH_GRANULE_MEMBRANE,10,10/560,57/16881,0.0019334766870023575,18733/11501/28240/100041146/18173/105855/235627/13367/56455/66508,Pirb/Adam8/Trpm2/Gm15448/Slc11a1/Nckap1l/Nbeal2/Diaph1/Dynll1/Lamtor1,ENSMUSG00000058818/ENSMUSG00000025473/ENSMUSG00000009292/ENSMUSG00000074419/ENSMUSG00000026177/ENSMUSG00000022488/ENSMUSG00000056724/ENSMUSG00000024456/ENSMUSG00000009013/ENSMUSG00000030842,C5
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,12,12/560,82/16881,0.0019334766870023575,100038909/11501/332579/232801/12481/21825/18726/19271/99371/16452/15040/19766,Gm14548/Adam8/Card9/Lilra5/Cd2/Thbs1/Lilra6/Ptprj/Arfgef2/Jak2/H2-T23/Ripk1,ENSMUSG00000074417/ENSMUSG00000025473/ENSMUSG00000026928/ENSMUSG00000070873/ENSMUSG00000027863/ENSMUSG00000040152/ENSMUSG00000030427/ENSMUSG00000025314/ENSMUSG00000074582/ENSMUSG00000024789/ENSMUSG00000067212/ENSMUSG00000021408,C5
GO_GTPASE_REGULATOR_ACTIVITY,24,24/560,275/16881,0.0019334766870023575,54610/69710/97761/216859/105855/239027/18186/71729/67865/71085/243362/69993/236920/277360/244668/228850/108903/100855/12549/98402/16897/109934/213027/229877,Tbc1d8/Arap1/Sgsm2/Acap1/Nckap1l/Arhgap22/Nrp1/Rgs12/Rgs10/Arhgap19/Stard13/Chn2/Stard8/Prex1/Sipa1l2/Ralgapb/Tbcd/Tbc1d14/Arhgap31/Sh3bp4/Llgl1/Abr/Evi5l/Rap1gds1,ENSMUSG00000003134/ENSMUSG00000032812/ENSMUSG00000038351/ENSMUSG00000001588/ENSMUSG00000022488/ENSMUSG00000063506/ENSMUSG00000025810/ENSMUSG00000029101/ENSMUSG00000030844/ENSMUSG00000025154/ENSMUSG00000016128/ENSMUSG00000004633/ENSMUSG00000031216/ENSMUSG00000039621/ENSMUSG00000001995/ENSMUSG00000027652/ENSMUSG00000039230/ENSMUSG00000029192/ENSMUSG00000022799/ENSMUSG00000036206/ENSMUSG00000020536/ENSMUSG00000017631/ENSMUSG00000011832/ENSMUSG00000028149,C5
GO_SMALL_RIBOSOMAL_SUBUNIT,11,11/560,70/16881,0.001999030018384583,121022/20104/75617/78294/20091/76846/16785/57294/20084/20044/20068,Mrps6/Rps6/Rps25/Rps27a/Rps3a1/Rps9/Rpsa/Rps27/Rps18/Rps14/Rps17,ENSMUSG00000039680/ENSMUSG00000028495/ENSMUSG00000009927/ENSMUSG00000020460/ENSMUSG00000028081/ENSMUSG00000006333/ENSMUSG00000032518/ENSMUSG00000090733/ENSMUSG00000008668/ENSMUSG00000024608/ENSMUSG00000061787,C5
GO_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,29,29/560,370/16881,0.001999030018384583,20354/11554/54610/20304/69710/97761/216859/14744/105855/239027/18186/71729/67299/67865/71085/20308/243362/69993/236920/277360/244668/228850/108903/100855/12549/16897/109934/213027/229877,Sema4d/Adrb1/Tbc1d8/Ccl5/Arap1/Sgsm2/Acap1/Gpr65/Nckap1l/Arhgap22/Nrp1/Rgs12/Dock7/Rgs10/Arhgap19/Ccl9/Stard13/Chn2/Stard8/Prex1/Sipa1l2/Ralgapb/Tbcd/Tbc1d14/Arhgap31/Llgl1/Abr/Evi5l/Rap1gds1,ENSMUSG00000021451/ENSMUSG00000035283/ENSMUSG00000003134/ENSMUSG00000035042/ENSMUSG00000032812/ENSMUSG00000038351/ENSMUSG00000001588/ENSMUSG00000021886/ENSMUSG00000022488/ENSMUSG00000063506/ENSMUSG00000025810/ENSMUSG00000029101/ENSMUSG00000028556/ENSMUSG00000030844/ENSMUSG00000025154/ENSMUSG00000019122/ENSMUSG00000016128/ENSMUSG00000004633/ENSMUSG00000031216/ENSMUSG00000039621/ENSMUSG00000001995/ENSMUSG00000027652/ENSMUSG00000039230/ENSMUSG00000029192/ENSMUSG00000022799/ENSMUSG00000020536/ENSMUSG00000017631/ENSMUSG00000011832/ENSMUSG00000028149,C5
GO_TEMPERATURE_HOMEOSTASIS,18,18/560,173/16881,0.002019180249882805,66082/16847/11554/12608/28240/67092/13819/67299/21887/11789/16168/16190/20848/77683/11911/18627/16452/70673,Abhd6/Lepr/Adrb1/Cebpb/Trpm2/Gatm/Epas1/Dock7/Tle3/Apc/Il15/Il4ra/Stat3/Ehmt1/Atf4/Per2/Jak2/Prdm16,ENSMUSG00000025277/ENSMUSG00000057722/ENSMUSG00000035283/ENSMUSG00000056501/ENSMUSG00000009292/ENSMUSG00000027199/ENSMUSG00000024140/ENSMUSG00000028556/ENSMUSG00000032280/ENSMUSG00000005871/ENSMUSG00000031712/ENSMUSG00000030748/ENSMUSG00000004040/ENSMUSG00000036893/ENSMUSG00000042406/ENSMUSG00000055866/ENSMUSG00000024789/ENSMUSG00000039410,C5
GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY,14,14/560,112/16881,0.002118087897056461,100038909/75345/18733/110557/16409/13421/100041146/54725/15018/18726/15015/12010/18126/15040,Gm14548/Slamf7/Pirb/H2-Q6/Itgam/Dnase1l3/Gm15448/Cadm1/H2-Q7/Lilra6/H2-Q4/B2m/Nos2/H2-T23,ENSMUSG00000074417/ENSMUSG00000038179/ENSMUSG00000058818/ENSMUSG00000073409/ENSMUSG00000030786/ENSMUSG00000025279/ENSMUSG00000074419/ENSMUSG00000032076/ENSMUSG00000060550/ENSMUSG00000030427/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000020826/ENSMUSG00000067212,C5
GO_RESPONSE_TO_INTERFERON_GAMMA,19,19/560,191/16881,0.002118087897056461,110557/24108/17750/18173/20304/20910/66102/15018/17913/20846/20308/70789/15015/12010/18126/69550/16452/15040/434341,H2-Q6/Ubd/Mt2/Slc11a1/Ccl5/Stxbp1/Cxcl16/H2-Q7/Myo1c/Stat1/Ccl9/Kynu/H2-Q4/B2m/Nos2/Bst2/Jak2/H2-T23/Nlrc5,ENSMUSG00000073409/ENSMUSG00000035186/ENSMUSG00000031762/ENSMUSG00000026177/ENSMUSG00000035042/ENSMUSG00000026797/ENSMUSG00000018920/ENSMUSG00000060550/ENSMUSG00000017774/ENSMUSG00000026104/ENSMUSG00000019122/ENSMUSG00000026866/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000020826/ENSMUSG00000046718/ENSMUSG00000024789/ENSMUSG00000067212/ENSMUSG00000074151,C5
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,20,20/560,208/16881,0.002118087897056461,100038909/18733/110557/16409/13421/100041146/54725/20910/545378/16177/15018/18726/15015/12010/26409/16190/69550/109934/20926/15040,Gm14548/Pirb/H2-Q6/Itgam/Dnase1l3/Gm15448/Cadm1/Stxbp1/Sh2d1b2/Il1r1/H2-Q7/Lilra6/H2-Q4/B2m/Map3k7/Il4ra/Bst2/Abr/Supt6/H2-T23,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000073409/ENSMUSG00000030786/ENSMUSG00000025279/ENSMUSG00000074419/ENSMUSG00000032076/ENSMUSG00000026797/ENSMUSG00000073494/ENSMUSG00000026072/ENSMUSG00000060550/ENSMUSG00000030427/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000028284/ENSMUSG00000030748/ENSMUSG00000046718/ENSMUSG00000017631/ENSMUSG00000002052/ENSMUSG00000067212,C5
GO_MHC_PROTEIN_COMPLEX_BINDING,7,7/560,27/16881,0.002127937310569573,100038909/18733/15001/100041146/18726/15000/15519,Gm14548/Pirb/H2-Oa/Gm15448/Lilra6/H2-DMb2/Hsp90aa1,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000024334/ENSMUSG00000074419/ENSMUSG00000030427/ENSMUSG00000037548/ENSMUSG00000021270,C5
GO_T_CELL_PROLIFERATION,18,18/560,176/16881,0.00228505044441469,100038909/102657/18733/58205/12608/100041146/18173/20304/105855/18726/16000/15000/229473/12484/16168/18782/15040/12028,Gm14548/Cd276/Pirb/Pdcd1lg2/Cebpb/Gm15448/Slc11a1/Ccl5/Nckap1l/Lilra6/Igf1/H2-DMb2/Tmem131l/Cd24a/Il15/Pla2g2d/H2-T23/Bax,ENSMUSG00000074417/ENSMUSG00000035914/ENSMUSG00000058818/ENSMUSG00000016498/ENSMUSG00000056501/ENSMUSG00000074419/ENSMUSG00000026177/ENSMUSG00000035042/ENSMUSG00000022488/ENSMUSG00000030427/ENSMUSG00000020053/ENSMUSG00000037548/ENSMUSG00000033767/ENSMUSG00000047139/ENSMUSG00000031712/ENSMUSG00000041202/ENSMUSG00000067212/ENSMUSG00000003873,C5
GO_INTERLEUKIN_10_SECRETION,5,5/560,12/16881,0.0023358438877496787,100038909/18733/232801/100041146/18726,Gm14548/Pirb/Lilra5/Gm15448/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000070873/ENSMUSG00000074419/ENSMUSG00000030427,C5
GO_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,5,5/560,12/16881,0.0023358438877496787,100038909/18733/100041146/105855/18726,Gm14548/Pirb/Gm15448/Nckap1l/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000022488/ENSMUSG00000030427,C5
GO_REGULATION_OF_INTERLEUKIN_12_SECRETION,5,5/560,12/16881,0.0023358438877496787,100038909/18733/232801/100041146/18726,Gm14548/Pirb/Lilra5/Gm15448/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000070873/ENSMUSG00000074419/ENSMUSG00000030427,C5
GO_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,6,6/560,19/16881,0.0023358438877496787,100038909/18733/100041146/105855/18726/15040,Gm14548/Pirb/Gm15448/Nckap1l/Lilra6/H2-T23,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000022488/ENSMUSG00000030427/ENSMUSG00000067212,C5
GO_REGULATION_OF_PHAGOCYTOSIS,12,12/560,87/16881,0.0025612205544151274,229521/18173/360013/105855/12268/66890/19271/16168/27403/105722/109934/100038947,Syt11/Slc11a1/Myo18a/Nckap1l/C4b/Lman2/Ptprj/Il15/Abca7/Ano6/Abr/Sirpb1c,ENSMUSG00000068923/ENSMUSG00000026177/ENSMUSG00000000631/ENSMUSG00000022488/ENSMUSG00000073418/ENSMUSG00000021484/ENSMUSG00000025314/ENSMUSG00000031712/ENSMUSG00000035722/ENSMUSG00000064210/ENSMUSG00000017631/ENSMUSG00000074677,C5
GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,31,31/560,420/16881,0.0025612205544151274,100038909/102657/15925/18733/58205/110557/16409/16847/12774/227288/12481/11303/100041146/16177/15018/11658/21825/16162/18726/16790/12484/14276/12527/76509/15015/12010/246256/12334/20969/15040/13039,Gm14548/Cd276/Ide/Pirb/Pdcd1lg2/H2-Q6/Itgam/Lepr/Ccr5/Cxcr1/Cd2/Abca1/Gm15448/Il1r1/H2-Q7/Alcam/Thbs1/Il12rb2/Lilra6/Anpep/Cd24a/Folr2/Cd9/Plet1/H2-Q4/B2m/Fcgr4/Capn2/Sdc1/H2-T23/Ctsl,ENSMUSG00000074417/ENSMUSG00000035914/ENSMUSG00000056999/ENSMUSG00000058818/ENSMUSG00000016498/ENSMUSG00000073409/ENSMUSG00000030786/ENSMUSG00000057722/ENSMUSG00000079227/ENSMUSG00000048480/ENSMUSG00000027863/ENSMUSG00000015243/ENSMUSG00000074419/ENSMUSG00000026072/ENSMUSG00000060550/ENSMUSG00000022636/ENSMUSG00000040152/ENSMUSG00000018341/ENSMUSG00000030427/ENSMUSG00000039062/ENSMUSG00000047139/ENSMUSG00000032725/ENSMUSG00000030342/ENSMUSG00000032068/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000059089/ENSMUSG00000026509/ENSMUSG00000020592/ENSMUSG00000067212/ENSMUSG00000021477,C5
GO_PROTEIN_POLYMERIZATION,23,23/560,268/16881,0.0027404444002504806,170835/19200/105855/14457/434204/101706/17913/13548/20430/68732/19240/233276/277360/27361/13367/110253/108903/22334/68953/15519/16452/28006/20740,Inpp5j/Pstpip1/Nckap1l/Gas7/Whamm/Numa1/Myo1c/Dyrk1a/Cyfip1/Carmil1/Tmsb10/Tubgcp5/Prex1/Msrb1/Diaph1/Triobp/Tbcd/Vdac2/Chmp2a/Hsp90aa1/Jak2/Washc2/Sptan1,ENSMUSG00000034570/ENSMUSG00000032322/ENSMUSG00000022488/ENSMUSG00000033066/ENSMUSG00000045795/ENSMUSG00000066306/ENSMUSG00000017774/ENSMUSG00000022897/ENSMUSG00000030447/ENSMUSG00000021338/ENSMUSG00000079523/ENSMUSG00000033790/ENSMUSG00000039621/ENSMUSG00000075705/ENSMUSG00000024456/ENSMUSG00000033088/ENSMUSG00000039230/ENSMUSG00000021771/ENSMUSG00000033916/ENSMUSG00000021270/ENSMUSG00000024789/ENSMUSG00000024104/ENSMUSG00000057738,C5
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,6,6/560,20/16881,0.0027966452872406826,100038909/18733/232801/100041146/21825/18726,Gm14548/Pirb/Lilra5/Gm15448/Thbs1/Lilra6,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000070873/ENSMUSG00000074419/ENSMUSG00000040152/ENSMUSG00000030427,C5
GO_MYELOID_CELL_DIFFERENTIATION,30,30/560,403/16881,0.0027966452872406826,100038909/18733/12978/24108/12608/100041146/18751/105855/13819/235627/238377/70564/17748/21825/18726/20846/226844/216161/12010/233328/66154/17886/20848/18129/16452/16449/19766/22083/20623/20044,Gm14548/Pirb/Csf1r/Ubd/Cebpb/Gm15448/Prkcb/Nckap1l/Epas1/Nbeal2/Gpr68/Prxl2a/Mt1/Thbs1/Lilra6/Stat1/Flvcr1/Sbno2/B2m/Lrrk1/Tmem14c/Myh9/Stat3/Notch2/Jak2/Jag1/Ripk1/Ctr9/Snrk/Rps14,ENSMUSG00000074417/ENSMUSG00000058818/ENSMUSG00000024621/ENSMUSG00000035186/ENSMUSG00000056501/ENSMUSG00000074419/ENSMUSG00000052889/ENSMUSG00000022488/ENSMUSG00000024140/ENSMUSG00000056724/ENSMUSG00000047415/ENSMUSG00000021792/ENSMUSG00000031765/ENSMUSG00000040152/ENSMUSG00000030427/ENSMUSG00000026104/ENSMUSG00000066595/ENSMUSG00000035673/ENSMUSG00000060802/ENSMUSG00000015133/ENSMUSG00000021361/ENSMUSG00000022443/ENSMUSG00000004040/ENSMUSG00000027878/ENSMUSG00000024789/ENSMUSG00000027276/ENSMUSG00000021408/ENSMUSG00000005609/ENSMUSG00000038145/ENSMUSG00000024608,C5
GO_ENZYME_ACTIVATOR_ACTIVITY,34,34/560,485/16881,0.002847262839928036,54610/195046/20304/54427/69710/97761/216859/105855/239027/18186/71729/67865/11810/71085/11816/243362/12484/69993/236920/14268/277360/74370/244668/228850/108903/269252/329251/100855/12549/16897/109934/213027/75901/229877,Tbc1d8/Nlrp1a/Ccl5/Dnmt3l/Arap1/Sgsm2/Acap1/Nckap1l/Arhgap22/Nrp1/Rgs12/Rgs10/Apobec1/Arhgap19/Apoe/Stard13/Cd24a/Chn2/Stard8/Fn1/Prex1/Rptor/Sipa1l2/Ralgapb/Tbcd/Gtf3c4/Ppp1r12b/Tbc1d14/Arhgap31/Llgl1/Abr/Evi5l/Dcp1a/Rap1gds1,ENSMUSG00000003134/ENSMUSG00000069830/ENSMUSG00000035042/ENSMUSG00000000730/ENSMUSG00000032812/ENSMUSG00000038351/ENSMUSG00000001588/ENSMUSG00000022488/ENSMUSG00000063506/ENSMUSG00000025810/ENSMUSG00000029101/ENSMUSG00000030844/ENSMUSG00000040613/ENSMUSG00000025154/ENSMUSG00000002985/ENSMUSG00000016128/ENSMUSG00000047139/ENSMUSG00000004633/ENSMUSG00000031216/ENSMUSG00000026193/ENSMUSG00000039621/ENSMUSG00000025583/ENSMUSG00000001995/ENSMUSG00000027652/ENSMUSG00000039230/ENSMUSG00000035666/ENSMUSG00000073557/ENSMUSG00000029192/ENSMUSG00000022799/ENSMUSG00000020536/ENSMUSG00000017631/ENSMUSG00000011832/ENSMUSG00000021962/ENSMUSG00000028149,C5
GO_PHAGOCYTIC_VESICLE,15,15/560,135/16881,0.003341475933141549,110557/11501/229521/104759/11303/18173/20910/15018/16419/17913/16330/15015/12010/21871/15040,H2-Q6/Adam8/Syt11/Pld4/Abca1/Slc11a1/Stxbp1/H2-Q7/Itgb5/Myo1c/Inpp5b/H2-Q4/B2m/Atp6v0a2/H2-T23,ENSMUSG00000073409/ENSMUSG00000025473/ENSMUSG00000068923/ENSMUSG00000052160/ENSMUSG00000015243/ENSMUSG00000026177/ENSMUSG00000026797/ENSMUSG00000060550/ENSMUSG00000022817/ENSMUSG00000017774/ENSMUSG00000028894/ENSMUSG00000035929/ENSMUSG00000060802/ENSMUSG00000038023/ENSMUSG00000067212,C5
GO_ADAPTIVE_THERMOGENESIS,16,16/560,151/16881,0.003341475933141549,66082/16847/11554/12608/67092/13819/67299/21887/11789/16168/16190/77683/11911/18627/16452/70673,Abhd6/Lepr/Adrb1/Cebpb/Gatm/Epas1/Dock7/Tle3/Apc/Il15/Il4ra/Ehmt1/Atf4/Per2/Jak2/Prdm16,ENSMUSG00000025277/ENSMUSG00000057722/ENSMUSG00000035283/ENSMUSG00000056501/ENSMUSG00000027199/ENSMUSG00000024140/ENSMUSG00000028556/ENSMUSG00000032280/ENSMUSG00000005871/ENSMUSG00000031712/ENSMUSG00000030748/ENSMUSG00000036893/ENSMUSG00000042406/ENSMUSG00000055866/ENSMUSG00000024789/ENSMUSG00000039410,C5
GO_LEUKOCYTE_CHEMOTAXIS,19,19/560,204/16881,0.003899609756855766,12273/11501/12774/227288/28240/20304/66102/27226/105855/21825/74748/20308/102103/277360/104099/20947/57266/12913/105722,C5ar1/Adam8/Ccr5/Cxcr1/Trpm2/Ccl5/Cxcl16/Pla2g7/Nckap1l/Thbs1/Slamf8/Ccl9/Mtus1/Prex1/Itga9/Swap70/Cxcl14/Creb3/Ano6,ENSMUSG00000049130/ENSMUSG00000025473/ENSMUSG00000079227/ENSMUSG00000048480/ENSMUSG00000009292/ENSMUSG00000035042/ENSMUSG00000018920/ENSMUSG00000023913/ENSMUSG00000022488/ENSMUSG00000040152/ENSMUSG00000053318/ENSMUSG00000019122/ENSMUSG00000045636/ENSMUSG00000039621/ENSMUSG00000039115/ENSMUSG00000031015/ENSMUSG00000021508/ENSMUSG00000028466/ENSMUSG00000064210,C5
GO_RNA_CATABOLIC_PROCESS,29,29/560,392/16881,0.003899609756855766,18173/11810/20104/20005/14904/75617/78294/26961/110954/20091/76846/19172/19921/27176/19951/19177/19170/50783/67248/16785/57294/20084/75901/19989/268420/19941/20044/20068/26451,Slc11a1/Apobec1/Rps6/Rpl9/Gtpbp1/Rps25/Rps27a/Rpl8/Rpl10/Rps3a1/Rps9/Psmb4/Rpl19/Rpl7a/Rpl32/Psmb7/Psmb1/Lsm4/Rpl39/Rpsa/Rps27/Rps18/Dcp1a/Rpl7/Alkbh5/Rpl26/Rps14/Rps17/Rpl27a,ENSMUSG00000026177/ENSMUSG00000040613/ENSMUSG00000028495/ENSMUSG00000047215/ENSMUSG00000042535/ENSMUSG00000009927/ENSMUSG00000020460/ENSMUSG00000003970/ENSMUSG00000008682/ENSMUSG00000028081/ENSMUSG00000006333/ENSMUSG00000005779/ENSMUSG00000017404/ENSMUSG00000062647/ENSMUSG00000057841/ENSMUSG00000026750/ENSMUSG00000014769/ENSMUSG00000031848/ENSMUSG00000079641/ENSMUSG00000032518/ENSMUSG00000090733/ENSMUSG00000008668/ENSMUSG00000021962/ENSMUSG00000043716/ENSMUSG00000042650/ENSMUSG00000060938/ENSMUSG00000024608/ENSMUSG00000061787/ENSMUSG00000046364,C5
