Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,module
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/41,113/4395,0.864276045873462,13666,Eif2ak3,ENSMUSG00000031668,H,10
HALLMARK_SPERMATOGENESIS,1,1/41,135/4395,0.864276045873462,17776,Mast2,ENSMUSG00000003810,H,10
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/41,198/4395,0.864276045873462,22273,Uqcrc1,ENSMUSG00000025651,H,10
HALLMARK_ADIPOGENESIS,1,1/41,200/4395,0.864276045873462,22273,Uqcrc1,ENSMUSG00000025651,H,10
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/41,200/4395,0.864276045873462,16971,Lrp1,ENSMUSG00000040249,H,10
HALLMARK_ESTROGEN_RESPONSE_EARLY,1,1/41,200/4395,0.864276045873462,71946,Endod1,ENSMUSG00000037419,H,10
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/41,200/4395,0.864276045873462,14066,F3,ENSMUSG00000028128,H,10
HALLMARK_XENOBIOTIC_METABOLISM,1,1/41,202/4395,0.864276045873462,14450,Gart,ENSMUSG00000022962,H,10
HALLMARK_INTERFERON_GAMMA_RESPONSE,1,1/41,208/4395,0.864276045873462,16190,Il4ra,ENSMUSG00000030748,H,10
HALLMARK_ALLOGRAFT_REJECTION,7,7/40,204/4395,0.08021817588204785,14423/12524/142980/192187/11480/24015/12774,Galnt1/Cd86/Tlr3/Stab1/Acvr2a/Abce1/Ccr5,ENSMUSG00000000420/ENSMUSG00000022901/ENSMUSG00000031639/ENSMUSG00000042286/ENSMUSG00000052155/ENSMUSG00000058355/ENSMUSG00000079227,H,11
HALLMARK_ANDROGEN_RESPONSE,3,3/40,111/4395,0.5631891625661014,192657/66884/56228,Ell2/Appbp2/Ube2j1,ENSMUSG00000001542/ENSMUSG00000018481/ENSMUSG00000028277,H,11
HALLMARK_APICAL_JUNCTION,4,4/40,199/4395,0.5631891625661014,13822/12524/104099/54353,Epb41l2/Cd86/Itga9/Skap2,ENSMUSG00000019978/ENSMUSG00000022901/ENSMUSG00000039115/ENSMUSG00000059182,H,11
HALLMARK_IL2_STAT5_SIGNALING,4,4/40,200/4395,0.5631891625661014,12524/68151/20430/14190,Cd86/Wls/Cyfip1/Fgl2,ENSMUSG00000022901/ENSMUSG00000028173/ENSMUSG00000030447/ENSMUSG00000039899,H,11
HALLMARK_HYPOXIA,4,4/40,201/4395,0.5631891625661014,236900/19664/17423/117592,Pdk3/Rbpj/Ndst2/B3galt6,ENSMUSG00000035232/ENSMUSG00000039191/ENSMUSG00000039308/ENSMUSG00000050796,H,11
HALLMARK_ESTROGEN_RESPONSE_LATE,4,4/40,206/4395,0.5631891625661014,54189/56177/22235/106572,Rabep1/Olfm1/Ugdh/Rab31,ENSMUSG00000020817/ENSMUSG00000026833/ENSMUSG00000029201/ENSMUSG00000056515,H,11
HALLMARK_INTERFERON_GAMMA_RESPONSE,4,4/40,208/4395,0.5631891625661014,12524/12628/100121/14190,Cd86/Cfh/Tdrd7/Fgl2,ENSMUSG00000022901/ENSMUSG00000026365/ENSMUSG00000035517/ENSMUSG00000039899,H,11
HALLMARK_INFLAMMATORY_RESPONSE,5,5/40,199/4395,0.5631891625661014,15975/142980/192187/326623/11480,Ifnar1/Tlr3/Stab1/Tnfsf15/Acvr2a,ENSMUSG00000022967/ENSMUSG00000031639/ENSMUSG00000042286/ENSMUSG00000050395/ENSMUSG00000052155,H,11
HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,2/40,74/4395,0.6127773832499955,71914/236900,Antxr2/Pdk3,ENSMUSG00000029338/ENSMUSG00000035232,H,11
HALLMARK_HEDGEHOG_SIGNALING,1,1/40,36/4395,0.8225927276497463,21885,Tle1,ENSMUSG00000008305,H,11
HALLMARK_PROTEIN_SECRETION,2,2/40,96/4395,0.8225927276497463,14420/211286,Galc/Cln5,ENSMUSG00000021003/ENSMUSG00000022125,H,11
HALLMARK_GLYCOLYSIS,3,3/40,200/4395,0.8225927276497463,15932/236900/117592,Idua/Pdk3/B3galt6,ENSMUSG00000033540/ENSMUSG00000035232/ENSMUSG00000050796,H,11
HALLMARK_MTORC1_SIGNALING,3,3/40,200/4395,0.8225927276497463,14190/76614/54353,Fgl2/Immt/Skap2,ENSMUSG00000039899/ENSMUSG00000052337/ENSMUSG00000059182,H,11
HALLMARK_WNT_BETA_CATENIN_SIGNALING,1,1/40,42/4395,0.8533063195866184,19664,Rbpj,ENSMUSG00000039191,H,11
HALLMARK_TGF_BETA_SIGNALING,1,1/40,54/4395,0.8533063195866184,106572,Rab31,ENSMUSG00000056515,H,11
HALLMARK_IL6_JAK_STAT3_SIGNALING,1,1/40,88/4395,0.8533063195866184,15975,Ifnar1,ENSMUSG00000022967,H,11
HALLMARK_INTERFERON_ALPHA_RESPONSE,1,1/40,102/4395,0.8533063195866184,100121,Tdrd7,ENSMUSG00000035517,H,11
HALLMARK_PEROXISOME,1,1/40,107/4395,0.8533063195866184,14712,Gnpat,ENSMUSG00000031985,H,11
HALLMARK_BILE_ACID_METABOLISM,1,1/40,113/4395,0.8533063195866184,14712,Gnpat,ENSMUSG00000031985,H,11
HALLMARK_UV_RESPONSE_DN,1,1/40,144/4395,0.8533063195866184,11480,Acvr2a,ENSMUSG00000052155,H,11
HALLMARK_DNA_REPAIR,1,1/40,150/4395,0.8533063195866184,53421,Sec61a1,ENSMUSG00000030082,H,11
HALLMARK_FATTY_ACID_METABOLISM,1,1/40,160/4395,0.8533063195866184,22235,Ugdh,ENSMUSG00000029201,H,11
HALLMARK_APOPTOSIS,1,1/40,161/4395,0.8533063195866184,66593,Diablo,ENSMUSG00000029433,H,11
HALLMARK_UV_RESPONSE_UP,1,1/40,162/4395,0.8533063195866184,56177,Olfm1,ENSMUSG00000026833,H,11
HALLMARK_HEME_METABOLISM,1,1/40,195/4395,0.8533063195866184,192657,Ell2,ENSMUSG00000001542,H,11
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/40,198/4395,0.8533063195866184,76614,Immt,ENSMUSG00000052337,H,11
HALLMARK_G2M_CHECKPOINT,1,1/40,199/4395,0.8533063195866184,18141,Nup50,ENSMUSG00000016619,H,11
HALLMARK_MITOTIC_SPINDLE,1,1/40,199/4395,0.8533063195866184,13822,Epb41l2,ENSMUSG00000019978,H,11
HALLMARK_ADIPOGENESIS,1,1/40,200/4395,0.8533063195866184,76614,Immt,ENSMUSG00000052337,H,11
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/40,200/4395,0.8533063195866184,14268,Fn1,ENSMUSG00000026193,H,11
HALLMARK_MYC_TARGETS_V1,1,1/40,200/4395,0.8533063195866184,24015,Abce1,ENSMUSG00000058355,H,11
HALLMARK_P53_PATHWAY,1,1/40,200/4395,0.8533063195866184,53421,Sec61a1,ENSMUSG00000030082,H,11
HALLMARK_XENOBIOTIC_METABOLISM,1,1/40,202/4395,0.8533063195866184,22235,Ugdh,ENSMUSG00000029201,H,11
HALLMARK_KRAS_SIGNALING_DN,1,1/40,205/4395,0.8533063195866184,15932,Idua,ENSMUSG00000033540,H,11
HALLMARK_COAGULATION,2,2/40,141/4395,0.8533063195866184,14268/12628,Fn1/Cfh,ENSMUSG00000026193/ENSMUSG00000026365,H,11
HALLMARK_COMPLEMENT,2,2/40,197/4395,0.8533063195866184,14268/12628,Fn1/Cfh,ENSMUSG00000026193/ENSMUSG00000026365,H,11
HALLMARK_ESTROGEN_RESPONSE_EARLY,2,2/40,200/4395,0.8533063195866184,56177/106572,Olfm1/Rab31,ENSMUSG00000026833/ENSMUSG00000056515,H,11
HALLMARK_KRAS_SIGNALING_UP,2,2/40,204/4395,0.8533063195866184,12628/17954,Cfh/Nap1l2,ENSMUSG00000026365/ENSMUSG00000082229,H,11
HALLMARK_HEDGEHOG_SIGNALING,2,2/38,36/4395,0.43707323214520694,18186/94190,Nrp1/Ophn1,ENSMUSG00000025810/ENSMUSG00000031214,H,12
HALLMARK_PEROXISOME,3,3/38,107/4395,0.43707323214520694,76267/22629/26889,Fads1/Ywhah/Cln8,ENSMUSG00000010663/ENSMUSG00000018965/ENSMUSG00000026317,H,12
HALLMARK_BILE_ACID_METABOLISM,3,3/38,113/4395,0.43707323214520694,76267/212503/14630,Fads1/Paox/Gclm,ENSMUSG00000010663/ENSMUSG00000025464/ENSMUSG00000028124,H,12
HALLMARK_COMPLEMENT,4,4/38,197/4395,0.43707323214520694,21858/19141/13030/17381,Timp2/Lgmn/Ctsb/Mmp12,ENSMUSG00000017466/ENSMUSG00000021190/ENSMUSG00000021939/ENSMUSG00000049723,H,12
HALLMARK_APICAL_JUNCTION,4,4/38,199/4395,0.43707323214520694,22629/77579/14012/21810,Ywhah/Myh10/Mpzl2/Tgfbi,ENSMUSG00000018965/ENSMUSG00000020900/ENSMUSG00000032092/ENSMUSG00000035493,H,12
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,4,4/38,200/4395,0.43707323214520694,16419/19035/21810/11475,Itgb5/Ppib/Tgfbi/Acta2,ENSMUSG00000022817/ENSMUSG00000032383/ENSMUSG00000035493/ENSMUSG00000035783,H,12
HALLMARK_MTORC1_SIGNALING,4,4/38,200/4395,0.43707323214520694,76267/66997/19141/27275,Fads1/Psmd12/Lgmn/Nufip1,ENSMUSG00000010663/ENSMUSG00000020720/ENSMUSG00000021190/ENSMUSG00000022009,H,12
HALLMARK_INTERFERON_GAMMA_RESPONSE,4,4/38,208/4395,0.43707323214520694,14129/15976/327959/66892,Fcgr1/Ifnar2/Xaf1/Eif4e3,ENSMUSG00000015947/ENSMUSG00000022971/ENSMUSG00000040483/ENSMUSG00000093661,H,12
HALLMARK_CHOLESTEROL_HOMEOSTASIS,2,2/38,74/4395,0.5046066598095228,19141/66071,Lgmn/Ethe1,ENSMUSG00000021190/ENSMUSG00000064254,H,12
HALLMARK_ANGIOGENESIS,1,1/38,36/4395,0.7547557426401845,18186,Nrp1,ENSMUSG00000025810,H,12
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/38,49/4395,0.7547557426401845,14630,Gclm,ENSMUSG00000028124,H,12
HALLMARK_TGF_BETA_SIGNALING,1,1/38,54/4395,0.7547557426401845,14225,Fkbp1a,ENSMUSG00000032966,H,12
HALLMARK_MYC_TARGETS_V2,1,1/38,58/4395,0.7547557426401845,17218,Mcm5,ENSMUSG00000005410,H,12
HALLMARK_COAGULATION,2,2/38,141/4395,0.7547557426401845,19141/13030,Lgmn/Ctsb,ENSMUSG00000021190/ENSMUSG00000021939,H,12
HALLMARK_APOPTOSIS,2,2/38,161/4395,0.7547557426401845,18611/21858,Pea15a/Timp2,ENSMUSG00000013698/ENSMUSG00000017466,H,12
HALLMARK_HEME_METABOLISM,2,2/38,195/4395,0.7547557426401845,13030/14630,Ctsb/Gclm,ENSMUSG00000021939/ENSMUSG00000028124,H,12
HALLMARK_GLYCOLYSIS,2,2/38,200/4395,0.7547557426401845,76969/21810,Chst1/Tgfbi,ENSMUSG00000027221/ENSMUSG00000035493,H,12
HALLMARK_IL2_STAT5_SIGNALING,2,2/38,200/4395,0.7547557426401845,22247/18186,Umps/Nrp1,ENSMUSG00000022814/ENSMUSG00000025810,H,12
HALLMARK_MYC_TARGETS_V1,2,2/38,200/4395,0.7547557426401845,16211/17218,Kpnb1/Mcm5,ENSMUSG00000001440/ENSMUSG00000005410,H,12
HALLMARK_MYOGENESIS,2,2/38,200/4395,0.7547557426401845,16419/14077,Itgb5/Fabp3,ENSMUSG00000022817/ENSMUSG00000028773,H,12
HALLMARK_ALLOGRAFT_REJECTION,2,2/38,204/4395,0.7547557426401845,17084/15976,Ly86/Ifnar2,ENSMUSG00000021423/ENSMUSG00000022971,H,12
HALLMARK_KRAS_SIGNALING_UP,2,2/38,204/4395,0.7547557426401845,18186/14012,Nrp1/Mpzl2,ENSMUSG00000025810/ENSMUSG00000032092,H,12
HALLMARK_G2M_CHECKPOINT,3,3/38,199/4395,0.7547557426401845,16211/17218/26429,Kpnb1/Mcm5/Orc5,ENSMUSG00000001440/ENSMUSG00000005410/ENSMUSG00000029012,H,12
HALLMARK_MITOTIC_SPINDLE,3,3/38,199/4395,0.7547557426401845,77579/232944/94190,Myh10/Mark4/Ophn1,ENSMUSG00000020900/ENSMUSG00000030397/ENSMUSG00000031214,H,12
HALLMARK_ANDROGEN_RESPONSE,1,1/38,111/4395,0.833987380104651,76267,Fads1,ENSMUSG00000010663,H,12
HALLMARK_UV_RESPONSE_DN,1,1/38,144/4395,0.833987380104651,18186,Nrp1,ENSMUSG00000025810,H,12
HALLMARK_DNA_REPAIR,1,1/38,150/4395,0.833987380104651,22247,Umps,ENSMUSG00000022814,H,12
HALLMARK_FATTY_ACID_METABOLISM,1,1/38,160/4395,0.833987380104651,22629,Ywhah,ENSMUSG00000018965,H,12
HALLMARK_INFLAMMATORY_RESPONSE,1,1/38,199/4395,0.833987380104651,13733,Adgre1,ENSMUSG00000004730,H,12
HALLMARK_ADIPOGENESIS,1,1/38,200/4395,0.833987380104651,23943,Esyt1,ENSMUSG00000025366,H,12
HALLMARK_E2F_TARGETS,1,1/38,200/4395,0.833987380104651,17218,Mcm5,ENSMUSG00000005410,H,12
HALLMARK_P53_PATHWAY,1,1/38,200/4395,0.833987380104651,14667,Gm2a,ENSMUSG00000000594,H,12
HALLMARK_HYPOXIA,1,1/38,201/4395,0.833987380104651,21810,Tgfbi,ENSMUSG00000035493,H,12
HALLMARK_XENOBIOTIC_METABOLISM,1,1/38,202/4395,0.833987380104651,11432,Acp2,ENSMUSG00000002103,H,12
HALLMARK_APOPTOSIS,4,4/21,161/4395,0.1593613161246096,12531/12156/12481/21808,Cdc25b/Bmp2/Cd2/Tgfb2,ENSMUSG00000027330/ENSMUSG00000027358/ENSMUSG00000027863/ENSMUSG00000039239,H,13
HALLMARK_UV_RESPONSE_UP,3,3/21,162/4395,0.44261264047720006,12724/12156/20182,Clcn2/Bmp2/Rxrb,ENSMUSG00000022843/ENSMUSG00000027358/ENSMUSG00000039656,H,13
HALLMARK_INFLAMMATORY_RESPONSE,3,3/21,199/4395,0.44261264047720006,54393/11988/20312,Gabbr1/Slc7a2/Cx3cl1,ENSMUSG00000024462/ENSMUSG00000031596/ENSMUSG00000031778,H,13
HALLMARK_ALLOGRAFT_REJECTION,3,3/21,204/4395,0.44261264047720006,12481/15000/21808,Cd2/H2-DMb2/Tgfb2,ENSMUSG00000027863/ENSMUSG00000037548/ENSMUSG00000039239,H,13
HALLMARK_APICAL_SURFACE,1,1/21,44/4395,0.5341532454908655,20312,Cx3cl1,ENSMUSG00000031778,H,13
HALLMARK_TGF_BETA_SIGNALING,1,1/21,54/4395,0.5341532454908655,12156,Bmp2,ENSMUSG00000027358,H,13
HALLMARK_COMPLEMENT,2,2/21,197/4395,0.5341532454908655,18706/94214,Pik3ca/Spock2,ENSMUSG00000027665/ENSMUSG00000058297,H,13
HALLMARK_G2M_CHECKPOINT,2,2/21,199/4395,0.5341532454908655,12531/13405,Cdc25b/Dmd,ENSMUSG00000027330/ENSMUSG00000045103,H,13
HALLMARK_ESTROGEN_RESPONSE_EARLY,2,2/21,200/4395,0.5341532454908655,67815/11988,Sec14l2/Slc7a2,ENSMUSG00000003585/ENSMUSG00000031596,H,13
HALLMARK_IL2_STAT5_SIGNALING,2,2/21,200/4395,0.5341532454908655,12156/19883,Bmp2/Rora,ENSMUSG00000027358/ENSMUSG00000032238,H,13
HALLMARK_XENOBIOTIC_METABOLISM,2,2/21,202/4395,0.5341532454908655,27273/21808,Pdk4/Tgfb2,ENSMUSG00000019577/ENSMUSG00000039239,H,13
HALLMARK_KRAS_SIGNALING_DN,2,2/21,205/4395,0.5341532454908655,20608/21808,Sstr4/Tgfb2,ENSMUSG00000037014/ENSMUSG00000039239,H,13
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/21,113/4395,0.6322767434677361,64209,Herpud1,ENSMUSG00000031770,H,13
HALLMARK_SPERMATOGENESIS,1,1/21,135/4395,0.6322767434677361,16162,Il12rb2,ENSMUSG00000018341,H,13
HALLMARK_FATTY_ACID_METABOLISM,1,1/21,160/4395,0.6322767434677361,70335,Reep6,ENSMUSG00000035504,H,13
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/21,198/4395,0.6322767434677361,27273,Pdk4,ENSMUSG00000019577,H,13
HALLMARK_APICAL_JUNCTION,1,1/21,199/4395,0.6322767434677361,20312,Cx3cl1,ENSMUSG00000031778,H,13
HALLMARK_ADIPOGENESIS,1,1/21,200/4395,0.6322767434677361,70335,Reep6,ENSMUSG00000035504,H,13
HALLMARK_E2F_TARGETS,1,1/21,200/4395,0.6322767434677361,12531,Cdc25b,ENSMUSG00000027330,H,13
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/21,200/4395,0.6322767434677361,107528,Magee1,ENSMUSG00000031227,H,13
HALLMARK_MYOGENESIS,1,1/21,200/4395,0.6322767434677361,13405,Dmd,ENSMUSG00000045103,H,13
HALLMARK_P53_PATHWAY,1,1/21,200/4395,0.6322767434677361,12156,Bmp2,ENSMUSG00000027358,H,13
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/21,200/4395,0.6322767434677361,12156,Bmp2,ENSMUSG00000027358,H,13
HALLMARK_HYPOXIA,1,1/21,201/4395,0.6322767434677361,19883,Rora,ENSMUSG00000032238,H,13
HALLMARK_KRAS_SIGNALING_UP,1,1/21,204/4395,0.6322767434677361,12156,Bmp2,ENSMUSG00000027358,H,13
HALLMARK_COMPLEMENT,4,4/17,197/4395,0.07447246170684428,19053/14825/12608/20310,Ppp2cb/Cxcl1/Cebpb/Cxcl2,ENSMUSG00000009630/ENSMUSG00000029380/ENSMUSG00000056501/ENSMUSG00000058427,H,14
HALLMARK_TNFA_SIGNALING_VIA_NFKB,4,4/17,200/4395,0.07447246170684428,20229/14825/12608/20310,Sat1/Cxcl1/Cebpb/Cxcl2,ENSMUSG00000025283/ENSMUSG00000029380/ENSMUSG00000056501/ENSMUSG00000058427,H,14
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,2,2/17,49/4395,0.11908512119964079,14778/15242,Gpx3/Hhex,ENSMUSG00000018339/ENSMUSG00000024986,H,14
HALLMARK_IL6_JAK_STAT3_SIGNALING,2,2/17,88/4395,0.15211225155498556,14825/20310,Cxcl1/Cxcl2,ENSMUSG00000029380/ENSMUSG00000058427,H,14
HALLMARK_ADIPOGENESIS,3,3/17,200/4395,0.15211225155498556,14778/66447/68465,Gpx3/Mgst3/Adipor2,ENSMUSG00000018339/ENSMUSG00000026688/ENSMUSG00000030168,H,14
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3,3/17,200/4395,0.15211225155498556,20229/14825/20310,Sat1/Cxcl1/Cxcl2,ENSMUSG00000025283/ENSMUSG00000029380/ENSMUSG00000058427,H,14
HALLMARK_MTORC1_SIGNALING,3,3/17,200/4395,0.15211225155498556,68465/228775/67486,Adipor2/Trib3/Polr3g,ENSMUSG00000030168/ENSMUSG00000032715/ENSMUSG00000035834,H,14
HALLMARK_APICAL_SURFACE,1,1/17,44/4395,0.33152046062057317,68465,Adipor2,ENSMUSG00000030168,H,14
HALLMARK_APOPTOSIS,2,2/17,161/4395,0.33152046062057317,14778/20229,Gpx3/Sat1,ENSMUSG00000018339/ENSMUSG00000025283,H,14
HALLMARK_UV_RESPONSE_UP,2,2/17,162/4395,0.33152046062057317,14778/14825,Gpx3/Cxcl1,ENSMUSG00000018339/ENSMUSG00000029380,H,14
HALLMARK_HEME_METABOLISM,2,2/17,195/4395,0.33152046062057317,13857/66447,Epor/Mgst3,ENSMUSG00000006235/ENSMUSG00000026688,H,14
HALLMARK_MYOGENESIS,2,2/17,200/4395,0.33152046062057317,14778/56642,Gpx3/Ankrd2,ENSMUSG00000018339/ENSMUSG00000025172,H,14
HALLMARK_P53_PATHWAY,2,2/17,200/4395,0.33152046062057317,20229/228775,Sat1/Trib3,ENSMUSG00000025283/ENSMUSG00000032715,H,14
HALLMARK_CHOLESTEROL_HOMEOSTASIS,1,1/17,74/4395,0.43052509145411333,228775,Trib3,ENSMUSG00000032715,H,14
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1/17,105/4395,0.5058254226559544,228775,Trib3,ENSMUSG00000032715,H,14
HALLMARK_ANDROGEN_RESPONSE,1,1/17,111/4395,0.5058254226559544,20229,Sat1,ENSMUSG00000025283,H,14
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/17,113/4395,0.5058254226559544,12608,Cebpb,ENSMUSG00000056501,H,14
HALLMARK_DNA_REPAIR,1,1/17,150/4395,0.5549144928582357,20016,Polr1c,ENSMUSG00000067148,H,14
HALLMARK_FATTY_ACID_METABOLISM,1,1/17,160/4395,0.5549144928582357,68465,Adipor2,ENSMUSG00000030168,H,14
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1,1/17,198/4395,0.5549144928582357,66447,Mgst3,ENSMUSG00000026688,H,14
HALLMARK_MITOTIC_SPINDLE,1,1/17,199/4395,0.5549144928582357,108686,Ccdc88a,ENSMUSG00000032740,H,14
HALLMARK_GLYCOLYSIS,1,1/17,200/4395,0.5549144928582357,19053,Ppp2cb,ENSMUSG00000009630,H,14
HALLMARK_HYPOXIA,1,1/17,201/4395,0.5549144928582357,52331,Stbd1,ENSMUSG00000047963,H,14
HALLMARK_KRAS_SIGNALING_UP,1,1/17,204/4395,0.5549144928582357,23882,Gadd45g,ENSMUSG00000021453,H,14
HALLMARK_ESTROGEN_RESPONSE_LATE,5,5/16,206/4395,0.013554192328430805,20393/22433/16669/22057/20539,Sgk1/Xbp1/Krt19/Tob1/Slc7a5,ENSMUSG00000019970/ENSMUSG00000020484/ENSMUSG00000020911/ENSMUSG00000037573/ENSMUSG00000040010,H,15
HALLMARK_ESTROGEN_RESPONSE_EARLY,4,4/16,200/4395,0.05410253628315715,22433/16669/22057/20539,Xbp1/Krt19/Tob1/Slc7a5,ENSMUSG00000020484/ENSMUSG00000020911/ENSMUSG00000037573/ENSMUSG00000040010,H,15
HALLMARK_PEROXISOME,2,2/16,107/4395,0.2736393665465612,20183/16413,Rxrg/Itgb1bp1,ENSMUSG00000015843/ENSMUSG00000062352,H,15
HALLMARK_ANDROGEN_RESPONSE,2,2/16,111/4395,0.2736393665465612,20393/16669,Sgk1/Krt19,ENSMUSG00000019970/ENSMUSG00000020911,H,15
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,2,2/16,113/4395,0.2736393665465612,22433/20539,Xbp1/Slc7a5,ENSMUSG00000020484/ENSMUSG00000040010,H,15
HALLMARK_COAGULATION,2,2/16,141/4395,0.3115523875060532,14071/22041,F9/Trf,ENSMUSG00000031138/ENSMUSG00000032554,H,15
HALLMARK_DNA_REPAIR,2,2/16,150/4395,0.3115523875060532,229906/54208,Gtf2b/Arl6ip1,ENSMUSG00000028271/ENSMUSG00000030654,H,15
HALLMARK_FATTY_ACID_METABOLISM,2,2/16,160/4395,0.3115523875060532,17001/12892,Ltc4s/Cpox,ENSMUSG00000020377/ENSMUSG00000022742,H,15
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,1/16,49/4395,0.32894991989798683,54132,Pdlim1,ENSMUSG00000055044,H,15
HALLMARK_ADIPOGENESIS,2,2/16,200/4395,0.32894991989798683,17001/22057,Ltc4s/Tob1,ENSMUSG00000020377/ENSMUSG00000037573,H,15
HALLMARK_MTORC1_SIGNALING,2,2/16,200/4395,0.32894991989798683,22433/20539,Xbp1/Slc7a5,ENSMUSG00000020484/ENSMUSG00000040010,H,15
HALLMARK_BILE_ACID_METABOLISM,1,1/16,113/4395,0.5349488342224324,20183,Rxrg,ENSMUSG00000015843,H,15
HALLMARK_UV_RESPONSE_DN,1,1/16,144/4395,0.5349488342224324,13132,Dab2,ENSMUSG00000022150,H,15
HALLMARK_HEME_METABOLISM,1,1/16,195/4395,0.5349488342224324,12892,Cpox,ENSMUSG00000022742,H,15
HALLMARK_G2M_CHECKPOINT,1,1/16,199/4395,0.5349488342224324,20539,Slc7a5,ENSMUSG00000040010,H,15
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/16,200/4395,0.5349488342224324,13132,Dab2,ENSMUSG00000022150,H,15
HALLMARK_GLYCOLYSIS,1,1/16,200/4395,0.5349488342224324,59046,Arpp19,ENSMUSG00000007656,H,15
HALLMARK_IL2_STAT5_SIGNALING,1,1/16,200/4395,0.5349488342224324,22433,Xbp1,ENSMUSG00000020484,H,15
HALLMARK_P53_PATHWAY,1,1/16,200/4395,0.5349488342224324,22057,Tob1,ENSMUSG00000037573,H,15
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,1/16,200/4395,0.5349488342224324,20393,Sgk1,ENSMUSG00000019970,H,15
HALLMARK_XENOBIOTIC_METABOLISM,1,1/16,202/4395,0.5349488342224324,59046,Arpp19,ENSMUSG00000007656,H,15
HALLMARK_KRAS_SIGNALING_DN,1,1/16,205/4395,0.5349488342224324,20393,Sgk1,ENSMUSG00000019970,H,15
HALLMARK_DNA_REPAIR,4,4/18,150/4395,0.05489143308084658,13870/69870/21341/66136,Ercc1/Polr3gl/Taf1c/Znrd1,ENSMUSG00000003549/ENSMUSG00000028104/ENSMUSG00000031832/ENSMUSG00000036315,H,16
HALLMARK_INTERFERON_ALPHA_RESPONSE,3,3/18,102/4395,0.07686595650335215,70110/16168/667823,Ifi35/Il15/Trim5,ENSMUSG00000010358/ENSMUSG00000031712/ENSMUSG00000060441,H,16
HALLMARK_APOPTOSIS,2,2/18,161/4395,0.5210247977244519,13198/12368,Ddit3/Casp6,ENSMUSG00000025408/ENSMUSG00000027997,H,16
HALLMARK_G2M_CHECKPOINT,2,2/18,199/4395,0.5210247977244519,68612/21915,Ube2c/Dtymk,ENSMUSG00000001403/ENSMUSG00000026281,H,16
HALLMARK_MTORC1_SIGNALING,2,2/18,200/4395,0.5210247977244519,13198/74192,Ddit3/Arpc5l,ENSMUSG00000025408/ENSMUSG00000026755,H,16
HALLMARK_HYPOXIA,2,2/18,201/4395,0.5210247977244519,13198/12368,Ddit3/Casp6,ENSMUSG00000025408/ENSMUSG00000027997,H,16
HALLMARK_XENOBIOTIC_METABOLISM,2,2/18,202/4395,0.5210247977244519,12368/16816,Casp6/Lcat,ENSMUSG00000027997/ENSMUSG00000035237,H,16
HALLMARK_INTERFERON_GAMMA_RESPONSE,2,2/18,208/4395,0.5210247977244519,70110/16168,Ifi35/Il15,ENSMUSG00000010358/ENSMUSG00000031712,H,16
HALLMARK_PROTEIN_SECRETION,1,1/18,96/4395,0.5756539728621005,54214,Golga4,ENSMUSG00000038708,H,16
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,1/18,105/4395,0.5756539728621005,13198,Ddit3,ENSMUSG00000025408,H,16
HALLMARK_PEROXISOME,1,1/18,107/4395,0.5756539728621005,13870,Ercc1,ENSMUSG00000003549,H,16
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,1/18,113/4395,0.5756539728621005,233908,Fus,ENSMUSG00000030795,H,16
HALLMARK_COMPLEMENT,1,1/18,197/4395,0.5756539728621005,21417,Zeb1,ENSMUSG00000024238,H,16
HALLMARK_INFLAMMATORY_RESPONSE,1,1/18,199/4395,0.5756539728621005,16168,Il15,ENSMUSG00000031712,H,16
HALLMARK_E2F_TARGETS,1,1/18,200/4395,0.5756539728621005,68479,Phf5a,ENSMUSG00000061360,H,16
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1,1/18,200/4395,0.5756539728621005,16168,Il15,ENSMUSG00000031712,H,16
