Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory,module
KEGG_OXIDATIVE_PHOSPHORYLATION,43,43/231,127/5055,1.5337106991873716e-25,69875/66043/66144/11951/12864/67126/54405/12867/75406/66594/67530/407785/17993/66218/67130/11957/68202/78330/72900/67264/66495/68375/66046/595136/66142/12857/12866/66916/71679/66091/12868/110323/66377/57423/66290/68342/12861/66416/22272/11958/66152/12859/66576,Ndufa11/Atp5d/Atp6v1f/Atp5g1/Cox6c/Atp5e/Ndufa1/Cox7c/Ndufs7/Uqcr11/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Atp5j/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufb3/Ndufa8/Ndufb5/Ndufs5/Cox7b/Cox4i1/Cox7a2/Ndufb7/Atp5h/Ndufa3/Cox8a/Cox6b1/Ndufc1/Atp5j2/Atp6v1g1/Ndufb10/Cox6a1/Ndufa7/Uqcrq/Atp5k/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000002379/ENSMUSG00000003072/ENSMUSG00000004285/ENSMUSG00000006057/ENSMUSG00000014313/ENSMUSG00000016252/ENSMUSG00000016427/ENSMUSG00000017778/ENSMUSG00000020153/ENSMUSG00000020163/ENSMUSG00000021520/ENSMUSG00000021606/ENSMUSG00000021764/ENSMUSG00000022354/ENSMUSG00000022450/ENSMUSG00000022890/ENSMUSG00000023089/ENSMUSG00000024038/ENSMUSG00000024099/ENSMUSG00000025204/ENSMUSG00000026032/ENSMUSG00000026895/ENSMUSG00000027673/ENSMUSG00000028648/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000033938/ENSMUSG00000034566/ENSMUSG00000035674/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000037152/ENSMUSG00000038690/ENSMUSG00000039105/ENSMUSG00000040048/ENSMUSG00000041697/ENSMUSG00000041881/ENSMUSG00000044894/ENSMUSG00000050856/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,C2,CP:KEGG,1
KEGG_PARKINSONS_DISEASE,39,39/231,123/5055,5.534696022139119e-22,66043/11951/12864/67126/54405/12867/75406/66594/67530/407785/17993/66218/67130/11957/68202/78330/72900/67264/66495/68375/66046/595136/57320/66142/12857/12866/66916/71679/66091/12868/110323/66377/68342/12861/66416/22272/66152/12859/66576,Atp5d/Atp5g1/Cox6c/Atp5e/Ndufa1/Cox7c/Ndufs7/Uqcr11/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Atp5j/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufb3/Ndufa8/Ndufb5/Ndufs5/Park7/Cox7b/Cox4i1/Cox7a2/Ndufb7/Atp5h/Ndufa3/Cox8a/Cox6b1/Ndufc1/Ndufb10/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000003072/ENSMUSG00000006057/ENSMUSG00000014313/ENSMUSG00000016252/ENSMUSG00000016427/ENSMUSG00000017778/ENSMUSG00000020153/ENSMUSG00000020163/ENSMUSG00000021520/ENSMUSG00000021606/ENSMUSG00000021764/ENSMUSG00000022354/ENSMUSG00000022450/ENSMUSG00000022890/ENSMUSG00000023089/ENSMUSG00000024038/ENSMUSG00000024099/ENSMUSG00000025204/ENSMUSG00000026032/ENSMUSG00000026895/ENSMUSG00000027673/ENSMUSG00000028648/ENSMUSG00000028964/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000033938/ENSMUSG00000034566/ENSMUSG00000035674/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000037152/ENSMUSG00000040048/ENSMUSG00000041697/ENSMUSG00000041881/ENSMUSG00000044894/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,C2,CP:KEGG,1
KEGG_HUNTINGTONS_DISEASE,44,44/231,172/5055,7.62976457650496e-21,66043/12028/21780/11951/232910/12864/67126/54405/12867/69920/75406/66594/67530/407785/17993/66218/67130/11957/68202/78330/72900/67264/66495/68375/66046/595136/66142/12857/12866/69833/66916/71679/66091/12868/110323/66377/20022/68342/12861/66416/22272/66152/12859/66576,Atp5d/Bax/Tfam/Atp5g1/Ap2s1/Cox6c/Atp5e/Ndufa1/Cox7c/Polr2i/Ndufs7/Uqcr11/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Atp5j/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufb3/Ndufa8/Ndufb5/Ndufs5/Cox7b/Cox4i1/Cox7a2/Polr2f/Ndufb7/Atp5h/Ndufa3/Cox8a/Cox6b1/Ndufc1/Polr2j/Ndufb10/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000003072/ENSMUSG00000003873/ENSMUSG00000003923/ENSMUSG00000006057/ENSMUSG00000008036/ENSMUSG00000014313/ENSMUSG00000016252/ENSMUSG00000016427/ENSMUSG00000017778/ENSMUSG00000019738/ENSMUSG00000020153/ENSMUSG00000020163/ENSMUSG00000021520/ENSMUSG00000021606/ENSMUSG00000021764/ENSMUSG00000022354/ENSMUSG00000022450/ENSMUSG00000022890/ENSMUSG00000023089/ENSMUSG00000024038/ENSMUSG00000024099/ENSMUSG00000025204/ENSMUSG00000026032/ENSMUSG00000026895/ENSMUSG00000027673/ENSMUSG00000028648/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000033020/ENSMUSG00000033938/ENSMUSG00000034566/ENSMUSG00000035674/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000037152/ENSMUSG00000039771/ENSMUSG00000040048/ENSMUSG00000041697/ENSMUSG00000041881/ENSMUSG00000044894/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,C2,CP:KEGG,1
KEGG_ALZHEIMERS_DISEASE,41,41/231,160/5055,1.8302022614594113e-19,12313/66043/11951/12864/67126/54405/12867/75406/66594/67530/407785/17993/66218/67130/11957/68202/78330/72900/67264/66495/68375/66046/595136/12568/66142/12857/12866/66916/71679/66091/12868/110323/66340/66377/68342/12861/66416/22272/66152/12859/66576,Calm1/Atp5d/Atp5g1/Cox6c/Atp5e/Ndufa1/Cox7c/Ndufs7/Uqcr11/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Atp5j/Ndufa5/Ndufv3/Ndufv2/Ndufb8/Ndufb3/Ndufa8/Ndufb5/Ndufs5/Cdk5/Cox7b/Cox4i1/Cox7a2/Ndufb7/Atp5h/Ndufa3/Cox8a/Cox6b1/Psenen/Ndufc1/Ndufb10/Cox6a1/Ndufa7/Uqcrq/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000001175/ENSMUSG00000003072/ENSMUSG00000006057/ENSMUSG00000014313/ENSMUSG00000016252/ENSMUSG00000016427/ENSMUSG00000017778/ENSMUSG00000020153/ENSMUSG00000020163/ENSMUSG00000021520/ENSMUSG00000021606/ENSMUSG00000021764/ENSMUSG00000022354/ENSMUSG00000022450/ENSMUSG00000022890/ENSMUSG00000023089/ENSMUSG00000024038/ENSMUSG00000024099/ENSMUSG00000025204/ENSMUSG00000026032/ENSMUSG00000026895/ENSMUSG00000027673/ENSMUSG00000028648/ENSMUSG00000028969/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000033938/ENSMUSG00000034566/ENSMUSG00000035674/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000036835/ENSMUSG00000037152/ENSMUSG00000040048/ENSMUSG00000041697/ENSMUSG00000041881/ENSMUSG00000044894/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,C2,CP:KEGG,1
KEGG_PROTEASOME,12,12/231,44/5055,6.571404598986195e-6,19172/19166/19175/19184/19186/16913/26444/66537/23996/19171/20422/19188,Psmb4/Psma2/Psmb6/Psmc5/Psme1/Psmb8/Psma7/Pomp/Psmc4/Psmb10/Sem1/Psme2,ENSMUSG00000005779/ENSMUSG00000015671/ENSMUSG00000018286/ENSMUSG00000020708/ENSMUSG00000022216/ENSMUSG00000024338/ENSMUSG00000027566/ENSMUSG00000029649/ENSMUSG00000030603/ENSMUSG00000031897/ENSMUSG00000042541/ENSMUSG00000079197,C2,CP:KEGG,1
KEGG_CARDIAC_MUSCLE_CONTRACTION,14,14/231,76/5055,1.0042448679158553e-4,12864/12867/66594/67530/66142/12857/12866/12868/110323/12861/22272/66152/12859/66576,Cox6c/Cox7c/Uqcr11/Uqcrb/Cox7b/Cox4i1/Cox7a2/Cox8a/Cox6b1/Cox6a1/Uqcrq/Uqcr10/Cox5b/Uqcrh,ENSMUSG00000014313/ENSMUSG00000017778/ENSMUSG00000020163/ENSMUSG00000021520/ENSMUSG00000031231/ENSMUSG00000031818/ENSMUSG00000032330/ENSMUSG00000035885/ENSMUSG00000036751/ENSMUSG00000041697/ENSMUSG00000044894/ENSMUSG00000059534/ENSMUSG00000061518/ENSMUSG00000063882,C2,CP:KEGG,1
KEGG_SPLICEOSOME,14,14/231,123/5055,0.018119326045471604,66618/20641/67959/66070/20638/68981/50783/231889/107686/68011/53607/108121/66125/20643,Snrnp27/Snrpd1/Puf60/Cwc15/Snrpb/Snrpa1/Lsm4/Bud31/Snrpd2/Snrpg/Snrpa/U2af1/Sf3b5/Snrpe,ENSMUSG00000001158/ENSMUSG00000002477/ENSMUSG00000002524/ENSMUSG00000004096/ENSMUSG00000027404/ENSMUSG00000030512/ENSMUSG00000031848/ENSMUSG00000038722/ENSMUSG00000040824/ENSMUSG00000057278/ENSMUSG00000061479/ENSMUSG00000061613/ENSMUSG00000078348/ENSMUSG00000090553,C2,CP:KEGG,1
KEGG_RNA_POLYMERASE,5,5/231,27/5055,0.08247770572882872,69920/20018/69833/66136/20022,Polr2i/Polr1d/Polr2f/Znrd1/Polr2j,ENSMUSG00000019738/ENSMUSG00000029642/ENSMUSG00000033020/ENSMUSG00000036315/ENSMUSG00000039771,C2,CP:KEGG,1
KEGG_PROTEIN_EXPORT,4,4/231,24/5055,0.24154486616522583,20813/69019/66212/20335,Srp14/Spcs1/Sec61b/Sec61g,ENSMUSG00000009549/ENSMUSG00000021917/ENSMUSG00000053317/ENSMUSG00000078974,C2,CP:KEGG,1
KEGG_PYRIMIDINE_METABOLISM,8,8/231,95/5055,0.6755877117194302,69920/50773/66401/20018/107569/69833/66136/20022,Polr2i/Nt5c/Nudt2/Polr1d/Nt5c3/Polr2f/Znrd1/Polr2j,ENSMUSG00000019738/ENSMUSG00000020736/ENSMUSG00000028443/ENSMUSG00000029642/ENSMUSG00000029780/ENSMUSG00000033020/ENSMUSG00000036315/ENSMUSG00000039771,C2,CP:KEGG,1
KEGG_VIBRIO_CHOLERAE_INFECTION,5,5/231,53/5055,0.8509168762752587,68137/66144/66290/66212/20335,Kdelr1/Atp6v1f/Atp6v1g1/Sec61b/Sec61g,ENSMUSG00000002778/ENSMUSG00000004285/ENSMUSG00000039105/ENSMUSG00000053317/ENSMUSG00000078974,C2,CP:KEGG,1
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,3,3/231,25/5055,0.8761166739322286,66268/14756/13481,Pigyl/Gpld1/Dpm2,ENSMUSG00000010607/ENSMUSG00000021340/ENSMUSG00000026810,C2,CP:KEGG,1
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,1,1/231,15/5055,0.9999999186884614,66812,Ppcdc,ENSMUSG00000063849,C2,CP:KEGG,1
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,1,1/231,21/5055,0.9999999186884614,70025,Acot7,ENSMUSG00000028937,C2,CP:KEGG,1
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,1/231,22/5055,0.9999999186884614,14784,Grb2,ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_PENTOSE_PHOSPHATE_PATHWAY,1,1/231,26/5055,0.9999999186884614,66171,Pgls,ENSMUSG00000031807,C2,CP:KEGG,1
KEGG_HOMOLOGOUS_RECOMBINATION,1,1/231,27/5055,0.9999999186884614,20422,Sem1,ENSMUSG00000042541,C2,CP:KEGG,1
KEGG_REGULATION_OF_AUTOPHAGY,1,1/231,30/5055,0.9999999186884614,56486,Gabarap,ENSMUSG00000018567,C2,CP:KEGG,1
KEGG_PROPANOATE_METABOLISM,1,1/231,31/5055,0.9999999186884614,73724,Mcee,ENSMUSG00000033429,C2,CP:KEGG,1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,1,1/231,33/5055,0.9999999186884614,246221,Mpst,ENSMUSG00000071711,C2,CP:KEGG,1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,1,1/231,34/5055,0.9999999186884614,16548,Khk,ENSMUSG00000029162,C2,CP:KEGG,1
KEGG_BLADDER_CANCER,1,1/231,42/5055,0.9999999186884614,26396,Map2k2,ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_NUCLEOTIDE_EXCISION_REPAIR,1,1/231,43/5055,0.9999999186884614,66467,Gtf2h5,ENSMUSG00000034345,C2,CP:KEGG,1
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,1,1/231,44/5055,0.9999999186884614,94181,Nans,ENSMUSG00000028334,C2,CP:KEGG,1
KEGG_LYSINE_DEGRADATION,1,1/231,44/5055,0.9999999186884614,67618,Aasdhppt,ENSMUSG00000025894,C2,CP:KEGG,1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,1,1/231,45/5055,0.9999999186884614,73724,Mcee,ENSMUSG00000033429,C2,CP:KEGG,1
KEGG_NOTCH_SIGNALING_PATHWAY,1,1/231,47/5055,0.9999999186884614,66340,Psenen,ENSMUSG00000036835,C2,CP:KEGG,1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,1,1/231,49/5055,0.9999999186884614,22017,Tpmt,ENSMUSG00000021376,C2,CP:KEGG,1
KEGG_ARGININE_AND_PROLINE_METABOLISM,1,1/231,52/5055,0.9999999186884614,69215,Sat2,ENSMUSG00000069835,C2,CP:KEGG,1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,1,1/231,53/5055,0.9999999186884614,12028,Bax,ENSMUSG00000003873,C2,CP:KEGG,1
KEGG_RNA_DEGRADATION,1,1/231,57/5055,0.9999999186884614,50783,Lsm4,ENSMUSG00000031848,C2,CP:KEGG,1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1/231,59/5055,0.9999999186884614,66824,Pycard,ENSMUSG00000030793,C2,CP:KEGG,1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,1,1/231,63/5055,0.9999999186884614,72512,Tmem173,ENSMUSG00000024349,C2,CP:KEGG,1
KEGG_P53_SIGNALING_PATHWAY,1,1/231,66/5055,0.9999999186884614,12028,Bax,ENSMUSG00000003873,C2,CP:KEGG,1
KEGG_LONG_TERM_DEPRESSION,1,1/231,69/5055,0.9999999186884614,26396,Map2k2,ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_PANCREATIC_CANCER,1,1/231,70/5055,0.9999999186884614,21803,Tgfb1,ENSMUSG00000002603,C2,CP:KEGG,1
KEGG_MELANOMA,1,1/231,71/5055,0.9999999186884614,26396,Map2k2,ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_ADHERENS_JUNCTION,1,1/231,73/5055,0.9999999186884614,13001,Csnk2b,ENSMUSG00000024387,C2,CP:KEGG,1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,1,1/231,75/5055,0.9999999186884614,12313,Calm1,ENSMUSG00000001175,C2,CP:KEGG,1
KEGG_VEGF_SIGNALING_PATHWAY,1,1/231,75/5055,0.9999999186884614,26396,Map2k2,ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_HEMATOPOIETIC_CELL_LINEAGE,1,1/231,81/5055,0.9999999186884614,16188,Il3ra,ENSMUSG00000068758,C2,CP:KEGG,1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,1,1/231,83/5055,0.9999999186884614,21803,Tgfb1,ENSMUSG00000002603,C2,CP:KEGG,1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,1,1/231,83/5055,0.9999999186884614,69010,Anapc13,ENSMUSG00000035048,C2,CP:KEGG,1
KEGG_TGF_BETA_SIGNALING_PATHWAY,1,1/231,84/5055,0.9999999186884614,21803,Tgfb1,ENSMUSG00000002603,C2,CP:KEGG,1
KEGG_DILATED_CARDIOMYOPATHY,1,1/231,89/5055,0.9999999186884614,21803,Tgfb1,ENSMUSG00000002603,C2,CP:KEGG,1
KEGG_AXON_GUIDANCE,1,1/231,129/5055,0.9999999186884614,12568,Cdk5,ENSMUSG00000028969,C2,CP:KEGG,1
KEGG_WNT_SIGNALING_PATHWAY,1,1/231,147/5055,0.9999999186884614,13001,Csnk2b,ENSMUSG00000024387,C2,CP:KEGG,1
KEGG_CALCIUM_SIGNALING_PATHWAY,1,1/231,174/5055,0.9999999186884614,12313,Calm1,ENSMUSG00000001175,C2,CP:KEGG,1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,1,1/231,266/5055,0.9999999186884614,12257,Tspo,ENSMUSG00000041736,C2,CP:KEGG,1
KEGG_OLFACTORY_TRANSDUCTION,1,1/231,337/5055,0.9999999186884614,12313,Calm1,ENSMUSG00000001175,C2,CP:KEGG,1
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,2,2/231,24/5055,0.9999999186884614,50773/107569,Nt5c/Nt5c3,ENSMUSG00000020736/ENSMUSG00000029780,C2,CP:KEGG,1
KEGG_ASTHMA,2,2/231,29/5055,0.9999999186884614,14998/14127,H2-DMa/Fcer1g,ENSMUSG00000037649/ENSMUSG00000058715,C2,CP:KEGG,1
KEGG_THYROID_CANCER,2,2/231,29/5055,0.9999999186884614,26396/76551,Map2k2/Ccdc6,ENSMUSG00000035027/ENSMUSG00000048701,C2,CP:KEGG,1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,2,2/231,31/5055,0.9999999186884614,107272/100678,Psat1/Psph,ENSMUSG00000024640/ENSMUSG00000029446,C2,CP:KEGG,1
KEGG_PRION_DISEASES,2,2/231,34/5055,0.9999999186884614,12028/26396,Bax/Map2k2,ENSMUSG00000003873/ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_GRAFT_VERSUS_HOST_DISEASE,2,2/231,36/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,2,2/231,36/5055,0.9999999186884614,67023/55943,Use1/Stx8,ENSMUSG00000002395/ENSMUSG00000020903,C2,CP:KEGG,1
KEGG_ALLOGRAFT_REJECTION,2,2/231,37/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,2,2/231,42/5055,0.9999999186884614,21803/14998,Tgfb1/H2-DMa,ENSMUSG00000002603/ENSMUSG00000037649,C2,CP:KEGG,1
KEGG_TYPE_I_DIABETES_MELLITUS,2,2/231,43/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_AUTOIMMUNE_THYROID_DISEASE,2,2/231,47/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_ENDOMETRIAL_CANCER,2,2/231,52/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,2,2/231,53/5055,0.9999999186884614,76709/56378,Arpc2/Arpc3,ENSMUSG00000006304/ENSMUSG00000029465,C2,CP:KEGG,1
KEGG_NON_SMALL_CELL_LUNG_CANCER,2,2/231,54/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_ACUTE_MYELOID_LEUKEMIA,2,2/231,57/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_COLORECTAL_CANCER,2,2/231,62/5055,0.9999999186884614,21803/12028,Tgfb1/Bax,ENSMUSG00000002603/ENSMUSG00000003873,C2,CP:KEGG,1
KEGG_LONG_TERM_POTENTIATION,2,2/231,68/5055,0.9999999186884614,12313/26396,Calm1/Map2k2,ENSMUSG00000001175/ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,2,2/231,69/5055,0.9999999186884614,66144/66290,Atp6v1f/Atp6v1g1,ENSMUSG00000004285/ENSMUSG00000039105,C2,CP:KEGG,1
KEGG_VIRAL_MYOCARDITIS,2,2/231,70/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2,2/231,76/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_GAP_JUNCTION,2,2/231,86/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_ERBB_SIGNALING_PATHWAY,2,2/231,87/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,2,2/231,95/5055,0.9999999186884614,76709/56378,Arpc2/Arpc3,ENSMUSG00000006304/ENSMUSG00000029465,C2,CP:KEGG,1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/231,96/5055,0.9999999186884614,17329/26396,Cxcl9/Map2k2,ENSMUSG00000029417/ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_MELANOGENESIS,2,2/231,99/5055,0.9999999186884614,12313/26396,Calm1/Map2k2,ENSMUSG00000001175/ENSMUSG00000035027,C2,CP:KEGG,1
KEGG_PROSTATE_CANCER,2,2/231,102/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,2,2/231,108/5055,0.9999999186884614,26396/14784,Map2k2/Grb2,ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,2,2/231,114/5055,0.9999999186884614,13057/67268,Cyba/Myl12a,ENSMUSG00000006519/ENSMUSG00000024048,C2,CP:KEGG,1
KEGG_CELL_ADHESION_MOLECULES_CAMS,2,2/231,129/5055,0.9999999186884614,14998/15040,H2-DMa/H2-T23,ENSMUSG00000037649/ENSMUSG00000067212,C2,CP:KEGG,1
KEGG_TIGHT_JUNCTION,2,2/231,131/5055,0.9999999186884614,67268/13001,Myl12a/Csnk2b,ENSMUSG00000024048/ENSMUSG00000024387,C2,CP:KEGG,1
KEGG_BASAL_TRANSCRIPTION_FACTORS,3,3/231,34/5055,0.9999999186884614,98053/24075/108143,Gtf2f1/Taf10/Taf9,ENSMUSG00000002658/ENSMUSG00000043866/ENSMUSG00000078941,C2,CP:KEGG,1
KEGG_GLIOMA,3,3/231,64/5055,0.9999999186884614,12313/26396/14784,Calm1/Map2k2/Grb2,ENSMUSG00000001175/ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_LEISHMANIA_INFECTION,3,3/231,65/5055,0.9999999186884614,21803/13057/14998,Tgfb1/Cyba/H2-DMa,ENSMUSG00000002603/ENSMUSG00000006519/ENSMUSG00000037649,C2,CP:KEGG,1
KEGG_CHRONIC_MYELOID_LEUKEMIA,3,3/231,73/5055,0.9999999186884614,21803/26396/14784,Tgfb1/Map2k2/Grb2,ENSMUSG00000002603/ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,3,3/231,78/5055,0.9999999186884614,26396/14127/14784,Map2k2/Fcer1g/Grb2,ENSMUSG00000035027/ENSMUSG00000058715/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_APOPTOSIS,3,3/231,82/5055,0.9999999186884614,12028/13804/16188,Bax/Endog/Il3ra,ENSMUSG00000003873/ENSMUSG00000015337/ENSMUSG00000068758,C2,CP:KEGG,1
KEGG_GNRH_SIGNALING_PATHWAY,3,3/231,97/5055,0.9999999186884614,12313/26396/14784,Calm1/Map2k2/Grb2,ENSMUSG00000001175/ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_OOCYTE_MEIOSIS,3,3/231,108/5055,0.9999999186884614,12313/30939/69010,Calm1/Pttg1/Anapc13,ENSMUSG00000001175/ENSMUSG00000020415/ENSMUSG00000035048,C2,CP:KEGG,1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,3,3/231,113/5055,0.9999999186884614,12313/26396/17904,Calm1/Map2k2/Myl6,ENSMUSG00000001175/ENSMUSG00000035027/ENSMUSG00000090841,C2,CP:KEGG,1
KEGG_CELL_CYCLE,3,3/231,123/5055,0.9999999186884614,21803/30939/69010,Tgfb1/Pttg1/Anapc13,ENSMUSG00000002603/ENSMUSG00000020415/ENSMUSG00000035048,C2,CP:KEGG,1
KEGG_INSULIN_SIGNALING_PATHWAY,3,3/231,135/5055,0.9999999186884614,12313/26396/14784,Calm1/Map2k2/Grb2,ENSMUSG00000001175/ENSMUSG00000035027/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,3,3/231,147/5055,0.9999999186884614,57914/14784/16188,Crlf2/Grb2/Il3ra,ENSMUSG00000033467/ENSMUSG00000059923/ENSMUSG00000068758,C2,CP:KEGG,1
KEGG_FOCAL_ADHESION,3,3/231,197/5055,0.9999999186884614,67268/13367/14784,Myl12a/Diaph1/Grb2,ENSMUSG00000024048/ENSMUSG00000024456/ENSMUSG00000059923,C2,CP:KEGG,1
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,4,4/231,43/5055,0.9999999186884614,56455/68097/192662/19326,Dynll1/Dynll2/Arhgdia/Rab11b,ENSMUSG00000009013/ENSMUSG00000020483/ENSMUSG00000025132/ENSMUSG00000077450,C2,CP:KEGG,1
KEGG_N_GLYCAN_BIOSYNTHESIS,4,4/231,45/5055,0.9999999186884614,13135/13481/223774/68563,Dad1/Dpm2/Alg12/Dpm3,ENSMUSG00000022174/ENSMUSG00000026810/ENSMUSG00000035845/ENSMUSG00000042737,C2,CP:KEGG,1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,4,4/231,49/5055,0.9999999186884614,72512/58203/20018/66824,Tmem173/Zbp1/Polr1d/Pycard,ENSMUSG00000024349/ENSMUSG00000027514/ENSMUSG00000029642/ENSMUSG00000030793,C2,CP:KEGG,1
KEGG_RENAL_CELL_CARCINOMA,4,4/231,70/5055,0.9999999186884614,21803/26396/67673/14784,Tgfb1/Map2k2/Elob/Grb2,ENSMUSG00000002603/ENSMUSG00000035027/ENSMUSG00000055839/ENSMUSG00000059923,C2,CP:KEGG,1
